ticker,year,sector,report_date,available_from,market_cap,pe,pb,roe,debt_equity,netdebt_ebitda,dividend_yield,free_float,source_main_url,source_metric_urls,data_quality_note
MGNT,2020,Потребление/транспорт,2020-12-31,2021-07-01,577.6,17.5,3.84,18.0,,1.11,8.7,63.4,https://smart-lab.ru/q/MGNT/f/y/MSFO/,https://smart-lab.ru/q/shares_fundamental4/?field=market_cap; https://smart-lab.ru/q/shares_fundamental4/?field=p_e; https://smart-lab.ru/q/shares_fundamental4/?field=p_bv ; banks: https://smart-lab.ru/q/shares_fundamental4/?field=p_b; https://smart-lab.ru/q/shares_fundamental4/?field=roe; https://smart-lab.ru/q/shares_fundamental4/?field=debt_ebitda; https://smart-lab.ru/q/shares_fundamental4/?field=div_yield; https://smart-lab.ru/q/shares_fundamental4/?field=free_float,Annual financial/fundamental metrics; debt_equity left blank because cross-company definition was not consistently available in the selected source pages.; uploaded_2019_2022_dataset; available_from_conservative_july1_next_year; no_forward_fill_added
MGNT,2021,Потребление/транспорт,2021-12-31,2022-07-01,555.0,10.7,8.23,28.9,,1.48,9.5,63.4,https://smart-lab.ru/q/MGNT/f/y/MSFO/,https://smart-lab.ru/q/shares_fundamental4/?field=market_cap; https://smart-lab.ru/q/shares_fundamental4/?field=p_e; https://smart-lab.ru/q/shares_fundamental4/?field=p_bv ; banks: https://smart-lab.ru/q/shares_fundamental4/?field=p_b; https://smart-lab.ru/q/shares_fundamental4/?field=roe; https://smart-lab.ru/q/shares_fundamental4/?field=debt_ebitda; https://smart-lab.ru/q/shares_fundamental4/?field=div_yield; https://smart-lab.ru/q/shares_fundamental4/?field=free_float,Annual financial/fundamental metrics; debt_equity left blank because cross-company definition was not consistently available in the selected source pages.; uploaded_2019_2022_dataset; available_from_conservative_july1_next_year; no_forward_fill_added
MGNT,2022,Потребление/транспорт,2022-12-31,2023-07-01,443.1,13.0,3.45,16.4,,0.66,5.9,63.4,https://smart-lab.ru/q/MGNT/f/y/MSFO/,https://smart-lab.ru/q/shares_fundamental4/?field=market_cap; https://smart-lab.ru/q/shares_fundamental4/?field=p_e; https://smart-lab.ru/q/shares_fundamental4/?field=p_bv ; banks: https://smart-lab.ru/q/shares_fundamental4/?field=p_b; https://smart-lab.ru/q/shares_fundamental4/?field=roe; https://smart-lab.ru/q/shares_fundamental4/?field=debt_ebitda; https://smart-lab.ru/q/shares_fundamental4/?field=div_yield; https://smart-lab.ru/q/shares_fundamental4/?field=free_float,Annual financial/fundamental metrics; debt_equity left blank because cross-company definition was not consistently available in the selected source pages.; uploaded_2019_2022_dataset; available_from_conservative_july1_next_year; no_forward_fill_added
MGNT,2023,Потребление/транспорт,2023-12-31,2024-05-15,712.2,12.1,10.1,37.0,,0.99,5.9,63.4,https://smart-lab.ru/q/MGNT/f/y/MSFO/,market_cap=https://smart-lab.ru/q/shares_fundamental4/?field=market_cap; pe=https://smart-lab.ru/q/shares_fundamental4/?field=p_e; pb=https://smart-lab.ru/q/shares_fundamental4/?field=p_bv ; banks: https://smart-lab.ru/q/shares_fundamental4/?field=p_b; roe=https://smart-lab.ru/q/shares_fundamental4/?field=roe; netdebt_ebitda=https://smart-lab.ru/q/shares_fundamental4/?field=debt_ebitda; dividend_yield=https://smart-lab.ru/q/shares_fundamental4/?field=div_yield; free_float=https://smart-lab.ru/q/shares_fundamental4/?field=free_float; annual_msfo_table=https://smart-lab.ru/q/MGNT/f/y/MSFO/; official_ir_site=https://ir.magnit.com,verified_2026-05-27_from_smartlab_annual_msfo_financial_table; actual_report_publication_date_used_as_available_from; blanks_mean_metric_absent_or_ambiguous_not_imputed; free_float_carried_from_uploaded_2022_row_due_selected_source_no_year_specific_cell
MGNT,2024,Потребление/транспорт,2024-12-31,2025-04-29,519.7,11.8,9.53,25.3,,1.47,0.0,63.4,https://smart-lab.ru/q/MGNT/f/y/MSFO/,market_cap=https://smart-lab.ru/q/shares_fundamental4/?field=market_cap; pe=https://smart-lab.ru/q/shares_fundamental4/?field=p_e; pb=https://smart-lab.ru/q/shares_fundamental4/?field=p_bv ; banks: https://smart-lab.ru/q/shares_fundamental4/?field=p_b; roe=https://smart-lab.ru/q/shares_fundamental4/?field=roe; netdebt_ebitda=https://smart-lab.ru/q/shares_fundamental4/?field=debt_ebitda; dividend_yield=https://smart-lab.ru/q/shares_fundamental4/?field=div_yield; free_float=https://smart-lab.ru/q/shares_fundamental4/?field=free_float; annual_msfo_table=https://smart-lab.ru/q/MGNT/f/y/MSFO/; official_ir_site=https://ir.magnit.com,verified_2026-05-27_from_smartlab_annual_msfo_financial_table; actual_report_publication_date_used_as_available_from; blanks_mean_metric_absent_or_ambiguous_not_imputed; free_float_carried_from_uploaded_2022_row_due_selected_source_no_year_specific_cell
AFLT,2019,Потребление/транспорт,2019-12-31,2020-07-01,114.9,8.51,-10.5,-798.6,,3.24,0.0,25.0,https://smart-lab.ru/q/AFLT/f/y/MSFO/,https://smart-lab.ru/q/shares_fundamental4/?field=market_cap; https://smart-lab.ru/q/shares_fundamental4/?field=p_e; https://smart-lab.ru/q/shares_fundamental4/?field=p_bv ; banks: https://smart-lab.ru/q/shares_fundamental4/?field=p_b; https://smart-lab.ru/q/shares_fundamental4/?field=roe; https://smart-lab.ru/q/shares_fundamental4/?field=debt_ebitda; https://smart-lab.ru/q/shares_fundamental4/?field=div_yield; https://smart-lab.ru/q/shares_fundamental4/?field=free_float,Annual financial/fundamental metrics; debt_equity left blank because cross-company definition was not consistently available in the selected source pages.; uploaded_2019_2022_dataset; available_from_conservative_july1_next_year; no_forward_fill_added
AFLT,2020,Потребление/транспорт,2020-12-31,2021-07-01,174.6,-1.55,-1.58,104.8,,24.4,0.0,25.0,https://smart-lab.ru/q/AFLT/f/y/MSFO/,https://smart-lab.ru/q/shares_fundamental4/?field=market_cap; https://smart-lab.ru/q/shares_fundamental4/?field=p_e; https://smart-lab.ru/q/shares_fundamental4/?field=p_bv ; banks: https://smart-lab.ru/q/shares_fundamental4/?field=p_b; https://smart-lab.ru/q/shares_fundamental4/?field=roe; https://smart-lab.ru/q/shares_fundamental4/?field=debt_ebitda; https://smart-lab.ru/q/shares_fundamental4/?field=div_yield; https://smart-lab.ru/q/shares_fundamental4/?field=free_float,Annual financial/fundamental metrics; debt_equity left blank because cross-company definition was not consistently available in the selected source pages.; uploaded_2019_2022_dataset; available_from_conservative_july1_next_year; no_forward_fill_added
AFLT,2021,Потребление/транспорт,2021-12-31,2022-07-01,144.1,-4.18,-1.02,24.9,,6.05,0.0,25.0,https://smart-lab.ru/q/AFLT/f/y/MSFO/,https://smart-lab.ru/q/shares_fundamental4/?field=market_cap; https://smart-lab.ru/q/shares_fundamental4/?field=p_e; https://smart-lab.ru/q/shares_fundamental4/?field=p_bv ; banks: https://smart-lab.ru/q/shares_fundamental4/?field=p_b; https://smart-lab.ru/q/shares_fundamental4/?field=roe; https://smart-lab.ru/q/shares_fundamental4/?field=debt_ebitda; https://smart-lab.ru/q/shares_fundamental4/?field=div_yield; https://smart-lab.ru/q/shares_fundamental4/?field=free_float,Annual financial/fundamental metrics; debt_equity left blank because cross-company definition was not consistently available in the selected source pages.; uploaded_2019_2022_dataset; available_from_conservative_july1_next_year; no_forward_fill_added
AFLT,2022,Потребление/транспорт,2022-12-31,2023-07-01,97.7,-2.36,-1.04,45.3,,4.46,0.0,25.0,https://smart-lab.ru/q/AFLT/f/y/MSFO/,https://smart-lab.ru/q/shares_fundamental4/?field=market_cap; https://smart-lab.ru/q/shares_fundamental4/?field=p_e; https://smart-lab.ru/q/shares_fundamental4/?field=p_bv ; banks: https://smart-lab.ru/q/shares_fundamental4/?field=p_b; https://smart-lab.ru/q/shares_fundamental4/?field=roe; https://smart-lab.ru/q/shares_fundamental4/?field=debt_ebitda; https://smart-lab.ru/q/shares_fundamental4/?field=div_yield; https://smart-lab.ru/q/shares_fundamental4/?field=free_float,Annual financial/fundamental metrics; debt_equity left blank because cross-company definition was not consistently available in the selected source pages.; uploaded_2019_2022_dataset; available_from_conservative_july1_next_year; no_forward_fill_added
AFLT,2023,Потребление/транспорт,2023-12-31,2024-03-05,138.9,-135.5,-1.49,1.2,,1.98,0.0,25.0,https://smart-lab.ru/q/AFLT/f/y/MSFO/,market_cap=https://smart-lab.ru/q/shares_fundamental4/?field=market_cap; pe=https://smart-lab.ru/q/shares_fundamental4/?field=p_e; pb=https://smart-lab.ru/q/shares_fundamental4/?field=p_bv ; banks: https://smart-lab.ru/q/shares_fundamental4/?field=p_b; roe=https://smart-lab.ru/q/shares_fundamental4/?field=roe; netdebt_ebitda=https://smart-lab.ru/q/shares_fundamental4/?field=debt_ebitda; dividend_yield=https://smart-lab.ru/q/shares_fundamental4/?field=div_yield; free_float=https://smart-lab.ru/q/shares_fundamental4/?field=free_float; annual_msfo_table=https://smart-lab.ru/q/AFLT/f/y/MSFO/; official_ir_site=https://ir.aeroflot.ru,verified_2026-05-27_from_smartlab_annual_msfo_financial_table; actual_report_publication_date_used_as_available_from; blanks_mean_metric_absent_or_ambiguous_not_imputed; negative_earnings_equity_based_ratios_as_reported
AFLT,2024,Потребление/транспорт,2024-12-31,2025-03-04,234.0,3.64,-3.04,-115.3,,2.79,9.0,25.0,https://smart-lab.ru/q/AFLT/f/y/MSFO/,market_cap=https://smart-lab.ru/q/shares_fundamental4/?field=market_cap; pe=https://smart-lab.ru/q/shares_fundamental4/?field=p_e; pb=https://smart-lab.ru/q/shares_fundamental4/?field=p_bv ; banks: https://smart-lab.ru/q/shares_fundamental4/?field=p_b; roe=https://smart-lab.ru/q/shares_fundamental4/?field=roe; netdebt_ebitda=https://smart-lab.ru/q/shares_fundamental4/?field=debt_ebitda; dividend_yield=https://smart-lab.ru/q/shares_fundamental4/?field=div_yield; free_float=https://smart-lab.ru/q/shares_fundamental4/?field=free_float; annual_msfo_table=https://smart-lab.ru/q/AFLT/f/y/MSFO/; official_ir_site=https://ir.aeroflot.ru,verified_2026-05-27_from_smartlab_annual_msfo_financial_table; actual_report_publication_date_used_as_available_from; blanks_mean_metric_absent_or_ambiguous_not_imputed; negative_equity_distorts_pb_roe_as_reported
PHOR,2019,Химия,2019-12-31,2020-07-01,311.8,8.41,2.52,29.5,,1.66,8.0,26.0,https://smart-lab.ru/q/PHOR/f/y/MSFO/,https://smart-lab.ru/q/shares_fundamental4/?field=market_cap; https://smart-lab.ru/q/shares_fundamental4/?field=p_e; https://smart-lab.ru/q/shares_fundamental4/?field=p_bv ; banks: https://smart-lab.ru/q/shares_fundamental4/?field=p_b; https://smart-lab.ru/q/shares_fundamental4/?field=roe; https://smart-lab.ru/q/shares_fundamental4/?field=debt_ebitda; https://smart-lab.ru/q/shares_fundamental4/?field=div_yield; https://smart-lab.ru/q/shares_fundamental4/?field=free_float,Annual financial/fundamental metrics; debt_equity left blank because cross-company definition was not consistently available in the selected source pages.; uploaded_2019_2022_dataset; available_from_conservative_july1_next_year; no_forward_fill_added
PHOR,2020,Химия,2020-12-31,2021-07-01,406.4,9.37,3.83,40.3,,1.76,9.5,26.0,https://smart-lab.ru/q/PHOR/f/y/MSFO/,https://smart-lab.ru/q/shares_fundamental4/?field=market_cap; https://smart-lab.ru/q/shares_fundamental4/?field=p_e; https://smart-lab.ru/q/shares_fundamental4/?field=p_bv ; banks: https://smart-lab.ru/q/shares_fundamental4/?field=p_b; https://smart-lab.ru/q/shares_fundamental4/?field=roe; https://smart-lab.ru/q/shares_fundamental4/?field=debt_ebitda; https://smart-lab.ru/q/shares_fundamental4/?field=div_yield; https://smart-lab.ru/q/shares_fundamental4/?field=free_float,Annual financial/fundamental metrics; debt_equity left blank because cross-company definition was not consistently available in the selected source pages.; uploaded_2019_2022_dataset; available_from_conservative_july1_next_year; no_forward_fill_added
PHOR,2021,Химия,2021-12-31,2022-07-01,756.0,5.81,4.64,79.1,,0.77,15.2,26.0,https://smart-lab.ru/q/PHOR/f/y/MSFO/,https://smart-lab.ru/q/shares_fundamental4/?field=market_cap; https://smart-lab.ru/q/shares_fundamental4/?field=p_e; https://smart-lab.ru/q/shares_fundamental4/?field=p_bv ; banks: https://smart-lab.ru/q/shares_fundamental4/?field=p_b; https://smart-lab.ru/q/shares_fundamental4/?field=roe; https://smart-lab.ru/q/shares_fundamental4/?field=debt_ebitda; https://smart-lab.ru/q/shares_fundamental4/?field=div_yield; https://smart-lab.ru/q/shares_fundamental4/?field=free_float,Annual financial/fundamental metrics; debt_equity left blank because cross-company definition was not consistently available in the selected source pages.; uploaded_2019_2022_dataset; available_from_conservative_july1_next_year; no_forward_fill_added
PHOR,2022,Химия,2022-12-31,2023-07-01,828.5,4.54,4.24,92.3,,0.69,18.3,26.0,https://smart-lab.ru/q/PHOR/f/y/MSFO/,https://smart-lab.ru/q/shares_fundamental4/?field=market_cap; https://smart-lab.ru/q/shares_fundamental4/?field=p_e; https://smart-lab.ru/q/shares_fundamental4/?field=p_bv ; banks: https://smart-lab.ru/q/shares_fundamental4/?field=p_b; https://smart-lab.ru/q/shares_fundamental4/?field=roe; https://smart-lab.ru/q/shares_fundamental4/?field=debt_ebitda; https://smart-lab.ru/q/shares_fundamental4/?field=div_yield; https://smart-lab.ru/q/shares_fundamental4/?field=free_float,Annual financial/fundamental metrics; debt_equity left blank because cross-company definition was not consistently available in the selected source pages.; uploaded_2019_2022_dataset; available_from_conservative_july1_next_year; no_forward_fill_added
PHOR,2023,Химия,2023-12-31,2024-04-27,853.4,8.2,5.74,68.7,,1.2,12.9,26.0,https://smart-lab.ru/q/PHOR/f/y/MSFO/,market_cap=https://smart-lab.ru/q/shares_fundamental4/?field=market_cap; pe=https://smart-lab.ru/q/shares_fundamental4/?field=p_e; pb=https://smart-lab.ru/q/shares_fundamental4/?field=p_bv ; banks: https://smart-lab.ru/q/shares_fundamental4/?field=p_b; roe=https://smart-lab.ru/q/shares_fundamental4/?field=roe; netdebt_ebitda=https://smart-lab.ru/q/shares_fundamental4/?field=debt_ebitda; dividend_yield=https://smart-lab.ru/q/shares_fundamental4/?field=div_yield; free_float=https://smart-lab.ru/q/shares_fundamental4/?field=free_float; annual_msfo_table=https://smart-lab.ru/q/PHOR/f/y/MSFO/; official_ir_site=https://www.phosagro.ru,verified_2026-05-27_from_smartlab_annual_msfo_financial_table; actual_report_publication_date_used_as_available_from; blanks_mean_metric_absent_or_ambiguous_not_imputed
PHOR,2024,Химия,2024-12-31,2025-02-13,823.7,8.2,5.1,61.0,,1.81,5.4,26.0,https://smart-lab.ru/q/PHOR/f/y/MSFO/,market_cap=https://smart-lab.ru/q/shares_fundamental4/?field=market_cap; pe=https://smart-lab.ru/q/shares_fundamental4/?field=p_e; pb=https://smart-lab.ru/q/shares_fundamental4/?field=p_bv ; banks: https://smart-lab.ru/q/shares_fundamental4/?field=p_b; roe=https://smart-lab.ru/q/shares_fundamental4/?field=roe; netdebt_ebitda=https://smart-lab.ru/q/shares_fundamental4/?field=debt_ebitda; dividend_yield=https://smart-lab.ru/q/shares_fundamental4/?field=div_yield; free_float=https://smart-lab.ru/q/shares_fundamental4/?field=free_float; annual_msfo_table=https://smart-lab.ru/q/PHOR/f/y/MSFO/; official_ir_site=https://www.phosagro.ru,verified_2026-05-27_from_smartlab_annual_msfo_financial_table; actual_report_publication_date_used_as_available_from; blanks_mean_metric_absent_or_ambiguous_not_imputed
